"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher"
"0671629980";"HW MUCH JUST PLANET STAR TREK 36 (Star Trek (Numbered Paperback))";"John M. Ford";"1987";"Star Trek"
"0812534077";"Memory and Dream";"Charles De Lint";"1995";"Tor Books (Mm)"
"0312964250";"Overture to Death (Dead Letter Mysteries)";"Ngaio Marsh";"1998";"St. Martin's Press"
"0446400580";"The Potter's Field: The Seventeenth Chronicle of Brother Cadfael";"Ellis Peters";"1991";"Warner Books"
"034531784X";"Adolf, Hitler";"John Toland";"1984";"Ballantine Books"
"0345346912";"Midway: The Battle That Doomed Japan : The Japanese Navy's Story";"Mitsuo Fuchida";"1993";"Ballantine Books"
"0671008803";"Spectre (Star Trek)";"William Shatner";"1999";"Star Trek"
"0345311639";"Lando Calrissian and the Flamewind of Oseon";"L. Neil Smith";"1983";"Del Rey Books"
"0345283716";"The Vicar of Christ";"Murphy F.";"1980";"Ballantine Books"
"0345329457";"At the Mountains of Madness and Other Tales";"H. P. Lovecraft";"1990";"Del Rey Books"
"0935127291";"The Only Way to Learn About Horary and Electional Astrology (Only Way to Learn; Vol VI)";"Marion D. March";"1994";"Astro Communications Services"
"0671503618";"STARSHIP HAIKU";"Sucharitkul";"1984";"Pocket"
"0879801107";"1001 Brilliant Ways to Checkmate";"Fred Reinfeld";"1971";"Wilshire Book Company"
"0887330045";"Rhialto the Marvellous";"Jack Vance";"0";"Underwood Miller Inc"
"1558172378";"Deadly Seeds (The Destroyer, No 21)";"Warren Murphy";"1989";"Pinnacle Books (Mm)"
"094383208X";"Devotions to the Saints";"Anna Riva";"1982";"Intl Imports"
"0879493046";"Hindu Kush";"Y.L. Harris";"1990";"Ashley Books"
"0312958838";"The Mysterious Valley";"Christopher O'Brien";"1996";"St. Martin's Press"
"0440100259";"A Soldier Reports";"W.C. Westmoreland";"1980";"Bantam Books (Mm)"
"0234770554";"The brains of Earth";"Jack Vance";"1975";"Dobson"
"0394733312";"Go for Beginners";"Kaoru Iwamoto";"1977";"Pantheon Books"
"0894872281";"Scott 1998 Standard Postage Stamp Catalogue: United States and Affiliated Territories, United Nations, Countries of the World, A-B (154th ed. Vol 1)";"James E. Kloetzel";"1997";"Scott Publishing Company"
"0821717510";"The Great Commanders of World War II: The Americans";"Charles Pfannes";"1985";"Kensington Pub Corp (Mm)"
"0821717529";"The Great Commanders of World War II: The Germans";"Charles E. Pfannes";"1985";"Kensington Pub Corp (Mm)"
"0571130143";"Bridge with Aunt Agatha";"Freddie North";"1983";"Faber & Faber"
"1561840599";"Urban Voodoo: A Beginners Guide to Afro-Caribbean Magic";"S. Jason Black";"1993";"New Falcon Publications"
"1561841536";"Rebels & Devils : The Psychology of Liberation";"Christopher S. Hyatt";"2001";"New Falcon Publications"
"0887330630";"Bird Isle and Take My Face";"Jack Vance";"1988";"Pub Group West"
"0786703873";"The Horror in the Museum and Other Revisions";"H. P. Lovecraft";"1996";"Pub Group West"
"0886776244";"World Without End (Moontide & Magic Rise)";"Sean Russell";"1995";"Daw Books"
"0445204524";"Cyteen: The Betrayal (Cyteen)";"C.J. Cherryh";"1989";"Warner Books"
"0066210844";"The Archer's Tale";"Bernard Cornwell";"2001";"HarperCollins"
"0345384210";"The Dream Cycle of H.P. Lovecraft: Dreams of Terror and Death";"H. P. Lovecraft";"1995";"Del Rey Books"
"0312909233";"Zombie!";"Peter Tremayne";"1987";"St. Martin's Press"
"0879977388";"The Dimensioneers";"Doris Piserchia";"1982";"DAW Books"
"0786706473";"Vintage Science Fiction";"Peter Haining";"1999";"Carroll & Graf Publishers"
"0743412419";"The Book of Fours (Buffy the Vampire Slayer)";"Nancy Holder";"2002";"Simon Spotlight Entertainment"
"0425126021";"The Roswell Incident";"Charles Berlitz";"1991";"Berkley Publishing Group"
"087542127X";"The Truth About Witchcraft Today (Llewellyn's New Age)";"Scott Cunningham";"1988";"Llewellyn Publications"
"0061057525";"Dark Shadows #2: Dreams of the Dark (Dark Shadows)";"Stephen M. Rainey";"1999";"HarperEntertainment"
"0140182926";"The Collected Dorothy Parker (Twentieth Century Classics S.)";"Dorothy Parker";"1989";"Penguin Books"
"0140261184";"Bad Wisdom";"Bill Drummond";"1996";"Penguin Uk"
"0140139125";"It Ends With Magic: A Milligan Family Story";"Spike Milligan";"1999";"Penguin Books, Limited (UK)"
"1567184731";"A Chakra & Kundalini Workbook: Psycho-Spiritual Techniques for Health, Rejuvenation, Psychic Powers and Spiritual Realization";"John, Dr. Mumford";"1994";"Llewellyn Publications"
"1852278862";"The Family Album: An Illustrated Autobiography";"Spike Milligan";"1999";"Virgin Virgin"
"0140035206";"Adolf Hitler";"Spike Milligan";"2004";"Penguin Books Ltd"
"0140023747";"Puckoon";"Spike Milligan";"1999";"Penguin Books"
"0007155093";"The Essential Spike Milligan";"Eddie Izzard";"2002";"Fourth Estate"
"0671037390";"Only Dad";"Alan Titchmarsh";"2002";"Simon & Schuster (Trade Division)"
"0671015850";"The Last Lighthouse Keeper";"Alan Titchmarsh";"2000";"Simon & Schuster (Trade Division)"
"0749930632";"Fair Exchange";"Lynne Reid Banks";"1999";"Judy Piatkus Publishers Ltd"
"0553282182";"Alicia: My Story";"Alicia Appleman-Jurman";"1990";"Bantam Books"
"0671037382";"Animal Instincts";"Alan Titchmarsh";"2001";"Simon & Schuster (Trade Division)"
"0413519503";"Lear : Methuen Student Edtion";"Edward Bond";"2003";"Methuen Drama"
"0340693096";"The Talk of the Town";"Ardal O'Hanlon";"1999";"Scepter/Lir"
"3426195593";"Rache kennt kein Gebot.";"Julie Parsons";"2001";"Droemer Knaur"
"3404129490";"Venezianisches Labyrinth.";"Umberto Bellini";"1999";"L√?¬ºbbe"
"3596505151";"Opernball. Jubil√?¬§ums- Edition.";"Josef Haslinger";"2002";"Fischer (Tb.), Frankfurt"
"3518100734";"Der Gute Mensch Von Sezuan";"Bertolt Brecht";"0";"Distribooks Int'l+inc"
"3596224284";"Dear Doosie.";"Werner Lansburgh";"1977";"Fischer (Tb.), Frankfurt"
"340413348X";"Der mit dem Wolf tanzt. Der Roman zum Film.";"Michael Blake";"1991";"L√?¬ºbbe"
"0749719745";"The Mystery of the Invisible Thief (The Mystery Series)";"Enid Blyton";"1996";"Egmont Childrens Books"
"1841150770";"Captain Bligh Portable";"John Toohey";"1999";"Fourth Estate"
"0099286572";"Elizabeth";"David Starkey";"2001";"Vintage"
"3125781108";"The War Between the Classes. Englischsprachige Ausgabe.";"Rudolph F. Rau";"2002";"Klett"
"312577540X";"The Guardians. (Lernmaterialien)";"John Christopher";"1997";"Klett"
"3518365010";"Suhrkamp Taschenb√?¬ºcher, Nr.1, Warten auf Godot";"Samuel Beckett";"1971";"Suhrkamp"
"3442161177";"Endlich Wunschgewicht. Der einfache Weg, mit Gewichtsproblemen Schlu√?¬? zu machen.";"Allen Carr";"1998";"Goldmann"
"3442139112";"Die Markert- Di√?¬§t. Schlu√?¬? mit dem Jo- Jo- Effekt.";"Dieter Markert";"1998";"Goldmann"
"3404148657";"Kerzenlicht f√?¬ºr eine Leiche. Mitchell und Markbys achter Fall.";"Ann Granger";"2003";"L√?¬ºbbe"
"3746652618";"L' Adultera.";"Theodor Fontane";"1995";"Aufbau Tb"
"3502518998";"Sarabande.";"Philippa Carr";"2003";"Scherz"
"3548256171";"In blindem Zorn. Jubil√?¬§umsausgabe.";"Peter Robinson";"2003";"Ullstein Tb"
"3426080648";"LEBEN WILL ICH";"GROUT BENOITE";"0";"Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH & Co"
"3442450322";"Die schwarze Schatulle.";"Batya Gur";"2002";"Goldmann"
"3453146972";"Per Anhalter durch die Galaxis.";"Douglas Adams";"1998";"Heyne"
"3404118251";"Gr√?¬ºne Tomaten. Roman.";"Fannie Flagg";"1992";"L√?¬ºbbe"
"0752218751";"Dawson's Creek: Trouble in Paradise (Dawson's Creek)";"J.C. Anders";"1999";"Pan Macmillan"
"186046808X";"Faceless Killers";"Henning Mankell";"2000";"Trafalgar Square"
"0684873753";"Details at Ten";"Ardella Garland";"2000";"Simon & Schuster"
"0152020683";"Half Magic";"Edward Eager";"1999";"Odyssey Classics"
"0385503466";"Shutterbug Follies (Doubleday Graphic Novels)";"Jason Little";"2002";"Doubleday Books"
"0767901843";"Nuts! Southwest Airlines' Crazy Recipe for Business and Personal Success";"Kevin Freiberg";"1998";"Broadway Books"
"0671020110";"COUNTERFEIT LADY";"Jude Deveraux";"1998";"Pocket"
"0373484429";"Reflections And Dreams";"Nora Roberts";"2001";"Silhouette"
"0671042920";"Ride a Dark Horse";"Laura Moore";"2001";"Pocket"
"0446524999";"The Arcanum: The Extraordinary True Story";"Janet Gleeson";"1999";"Warner Books Inc"
"0767908260";"The Island of Lost Maps : A True Story of Cartographic Crime";"MILES HARVEY";"2001";"Broadway"
"0140434682";"The Power of Sympathy and the Coquette (Penguin Classics)";"William Hill Brown";"1996";"Penguin Books"
"0140434127";"Aurora Leigh and Other Poems (Penguin Classics)";"Elizabeth Barrett Browning";"1996";"Penguin Books"
"0140154515";"A Moment on the Earth: The Coming Age of Environmental Optimism";"Gregg Easterbrook";"1996";"Penguin Books"
"0140432809";"Grace Abounding to the Chief of Sinners (Penguin Classics)";"John Bunyan";"1987";"Penguin Books"
"014051290X";"The Penguin Dictionary of Music (Penguin Reference Books)";"Arthur Jacobs";"1996";"Penguin USA"
"0140445285";"Crime and Punishment (Penguin Classics)";"Fyodor Dostoyevsky";"1993";"Penguin Books"
"0140445625";"Short Account of the Destruction of the Indies";"Bartolome De Las Casas";"1999";"Penguin USA (Paper)"
"0140194886";"The Book of Chuang Tzu (Arkana S.)";"Chuang-Tzu";"1996";"Penguin Books"
"1573220922";"Freak: A Semi-Demi-Quasi-Pseudo Autobiography";"John Leguizamo";"1997";"Putnam Pub Group"
"0140466606";"The Stanislavski System: The Professional Training of an Actor : Digested from the Teachings of Konstantin S. Stanislavski (Penguin Handbooks)";"Sonia Moore";"1984";"Penguin Books"
"0140188517";"Complete Poems (Twentieth-Century Classics)";"Marianne Moore";"1994";"Penguin Books"
"0060171928";"Mutant Message Down Under";"Marlo Morgan";"1994";"Harpercollins"
"0140587489";"Common Carnage (Penguin Poets)";"Stephen Dobyns";"1996";"Penguin Books"
"0310239729";"A Step Further";"Steve Estes";"1982";"Zondervan Publishing Company"
"0684717654";"THIS SIDE OF PARADISE (A Scribner Classic)";"F. Scott Fitzgerald";"1972";"Scribner Paper Fiction"
"0786913339";"Spectre of the Black Rose (Ravenloft Terror of Lord Soth, Vol. 2)";"James Lowder";"1999";"TSR"
"0515041858";"Rebels";"John Jakes";"1975";"Jove Books"
"0515041866";"Seekers";"John Jakes";"1975";"Jove Books"
"0515035084";"The Bastard";"John Jakes";"1974";"Jove Books"
"0345409876";"Women Who Run with the Wolves";"CLARISSA PINKOLA PHD ESTES";"1996";"Ballantine Books"
"0679724516";"The Second Sex";"Simone De Beauvoir";"1989";"Vintage Books USA"
"0679763309";"An Unquiet Mind";"Kay R. Jamison";"1997";"Vintage Books USA"
"0393027414";"Cutting: Understanding and Overcoming Self-Mutilation";"Steven Levenkron";"1998";"W. W. Norton & Company"
"0813522137";"Media Madness: Public Images of Mental Illness";"Otto F. Wahl";"1997";"Rutgers University Press"
"0375757295";"Persuasion (Modern Library Classics)";"Jane Austen";"2001";"Modern Library"
"0425183971";"Reunion in Death";"J. D. Robb";"2002";"Berkley Publishing Group"
"0582292190";"The Media and Mental Distress";"Glasgow Media Group";"1997";"Longman Group United Kingdom"
"067973225X";"As I Lay Dying: The Corrected Text (Vintage International)";"William Faulkner";"1990";"Vintage Books USA"
"0060174900";"The Bell Jar (Perennial Classics)";"Sylvia Plath";"1996";"HarperCollins"
"1879237741";"Living Without Depression and Manic Depression: A Workbook for Maintaining Mood Stability (New Harbinger Workbooks)";"Mary Ellen Copeland";"1994";"New Harbinger Publications"
"0375704469";"The Colossus and Other Poems";"SYLVIA PLATH";"1998";"Vintage"
"0894803204";"The Book of Questions";"Gregory Stock";"1987";"Workman Publishing"
"093158079X";"Do It! Let's Get Off Our But's (The Life 101 Series)";"Peter McWilliams";"1994";"Prelude Press"
"0486270521";"Sonnets from the Portuguese and Other Poems (Dover Thrift Editions)";"Elizabeth Barrett Browning";"1992";"Dover Publications"
"0449200248";"Love";"Leo Buscaglia";"1978";"Ballantine Books"
"0937858668";"Success Is the Quality of Your Journey";"Jennifer James";"1986";"W. W. Norton & Company"
"0684839075";"The TORRENTS OF SPRING";"Ernest Hemingway";"1998";"Scribner"
"0140266933";"Prince Charming Isn't Coming: How Women Get Smart About Money";"Barbara Stanny";"1999";"Penguin Books"
"0684818981";"TO HAVE AND HAVE NOT";"Ernest Hemingway";"1996";"Scribner"
"1862042055";"Writing for Self-Discovery: A Personal Approach to Creative Writing";"John Killick";"1998";"Element Books Ltd"
"068482499X";"A Moveable Feast";"Ernest Hemingway";"1996";"Scribner"
"0020199856";"LOVE OF THE LAST TYCOON";"F. Scott Fitzgerald";"1995";"Scribner"
"1558508473";"The Everything After College Book; Real-World Advice for Surviving and Thriving on Your Own";"Elina Furman";"1998";"Adams Media Corporation"
"0441007813";"Obsidian Butterfly";"Laurell K. Hamilton";"2000";"Ace Books"
"0804002800";"Spy in the House of Love";"Anais Nin";"1984";"Swallow Press"
"0671680110";"LITTLE BIRDS";"Anais Nin";"1990";"Pocket"
"0446609048";"Run Jane Run";"Maureen Tan";"2000";"Warner Books"
"0446606677";"A.K.A. Jane";"Maureen Tan";"1999";"Warner Books"
"0380790963";"The Promise";"Donna Boyd";"2000";"HarperTorch"
"0380790947";"The Passion";"Donna Boyd";"1999";"Avon"
"006093316X";"The Great and Secret Show: The First Book of the Art";"Clive Barker";"1999";"Perennial"
"0060909005";"Collected Poems Reissue";"Sylvia Plath";"1981";"Perennial"
"0062731009";"Cartoon Guide to Physics";"Larry Gonick";"1992";"Perennial"
"0062731025";"The Cartoon Guide to Statistics";"Larry Gonick";"1994";"HarperResource"
"0804001480";"House of Incest";"Anais Nin";"1958";"Swallow Press"
"0441005748";"Blue Moon (Anita Blake Vampire Hunter)";"Laurell K. Hamilton";"1998";"Ace Books"
"156333609X";"White Stains";"Anais Nin";"1998";"Masquerade Books Inc"
"0812566688";"Darksong Rising (Spellsong Cycle)";"L. E. Modesitt";"2001";"Tor Fantasy"
"0312860226";"The Soprano Sorceress (Erde Series)";"L. E. Modesitt Jr.";"1997";"Tor Books"
"0812540026";"The Spellsong War : Book 2 of Spellsong Cycle (Spellsong Cycle)";"L. E. Modesitt Jr.";"1999";"Tor Fantasy"
"0811824225";"Sleeping With Random Beasts";"Karin Goodwin";"1999";"Chronicle Books Llc"
"1889295000";"Monsters from the Id (Brainstorm)";"Anthony L Abraham";"1996";"Acolyte Media"
"0786808012";"Artemis Fowl (Artemis Fowl, Book 1)";"Eoin Colfer";"2001";"Miramax Kids"
"0385285019";"Illusions: The Adventures of a Reluctant Messiah";"Richard Bach";"1977";"Delacorte Press"
"1573245003";"365 Health and Happiness Boosters";"M. J. Ryan";"2000";"Conari Press"
"0380802317";"Where Dreams Begin (Avon Historical Romance)";"Lisa Kleypas";"2000";"Avon"
"0821771418";"You're the One";"Judi McCoy";"2001";"Zebra Books"
"0385484011";"Bitch: In Praise of Difficult Women";"Elizabeth Wurtzel";"1999";"Anchor Books/Doubleday"
"0452281458";"Beauty's Release: The Sequel to the Claiming of Sleeping Beauty and Beauty's Punishment (Sleeping Beauty)";"A.N. Roquelaure";"1985";"Plume Books"
"0452281431";"Beauty's Punishment (Sleeping Beauty)";"A.N. Roquelaure";"1984";"Plume Books"
"0440210038";"Hot Property";"Sherryl Woods";"1992";"Dell Publishing Company"
"1551668483";"North Of Clever";"Suzann Ledbetter";"2001";"Mira"
"0380795736";"Talking Rain: A Professo (Professor Teodora Morelli Mystery)";"Linda French";"1998";"Avon"
"0312191189";"Emma Who Saved My Life";"Wilton Barnhardt";"1998";"Picador USA"
"074340596X";"Married for a Month";"Susan Mallery";"2001";"Pocket Books"
"0821771159";"Husband Material";"Liz Ireland";"2001";"Kensington Publishing Corporation"
"1551668289";"Looking For Laura";"Judith Arnold";"2001";"Mira"
"0061014788";"Smart Vs. Pretty";"Valerie Frankel";"2001";"Avon"
"0345317211";"The Cook";"Harry Kressing";"1984";"Ballantine Books"
"0451526120";"The Age of Innocence (Signet Classics (Paperback))";"Edith Wharton";"1996";"Signet Classics"
"0449215024";"Sacred and Profane (Peter Decker & Rina Lazarus Novels (Paperback))";"Faye Kellerman";"1997";"Fawcett Books"
"0552142506";"Sickness of the Soul";"Simon Maginn";"0";"Bantam Doubleday Dell"
"0425176088";"Airport";"Arthur Hailey";"2000";"Berkley Publishing Group"
"0440216974";"Mortal Grace";"Edward Stewart";"1995";"Dell Publishing Company"
"0451170113";"Night Shift";"Stephen King";"1994";"Signet Book"
"0316153915";"Chasing the Dime";"Michael Connelly";"2002";"Little, Brown"
"0425155722";"The Fool's Run";"John Sandford";"2004";"Berkley Publishing Group"
"0425189031";"Portrait in Death";"Nora Roberts";"2003";"Berkley Publishing Group"
"0671015443";"Vulcan's Heart (Star Trek)";"Josepha Sherman";"1999";"Star Trek"
"0440236665";"Lone Eagle";"Danielle Steel";"2002";"Dell Publishing Company"
"0425049264";"Chthon";"Piers Anthony";"1982";"Penguin Putnam~mass"
"0812551486";"Temple of the Winds (Sword of Truth, Book 4)";"Terry Goodkind";"1998";"Tor Fantasy"
"081257639X";"Faith of the Fallen (Sword of Truth, Book 6)";"Terry Goodkind";"2001";"Tor Books"
"0736618198";"Devices And Desires";"P.D. James";"1990";"Books on Tape, Inc."
"0061007153";"A Quiver Full of Arrows";"Jeffrey Archer";"1993";"HarperTorch"
"0380011220";"Creatures of Light and Darkness";"Roger Zelazny";"1970";"Harper Mass Market Paperbacks (Mm)"
"0451525884";"Pride and Prejudice";"Jane Austen";"1996";"Signet Book"
"034539092X";"The Great Train Robbery";"Michael Crichton";"1995";"Ballantine Books"
"0345323173";"The Case of the Velvet Claws";"Erle Stanley Gardner";"1985";"Fawcett Books"
"0345378784";"The Case of the Amorous Aunt (A Perry Mason Mystery)";"Erle Stanley Gardner";"1994";"Fawcett Books"
"0441703534";"Jaguar";"Bill Ransom";"1990";"Ace Books"
"0345349520";"Vanity Dies Hard";"Ruth Rendell";"1987";"Fawcett Books"
"0886776554";"Exiles' Return (Ghatti's Tale)";"Gayle Greeno";"1995";"Daw Books"
"0002243776";"Visible Worlds: A Novel";"Marilyn Bowering";"1997";"Harpercollins Canada"
"0385491107";"Life Before Man";"Margaret Atwood";"1998";"Anchor Books/Doubleday"
"0786209542";"Marrying Mom: A Novel (Thorndike Large Print Basic Series)";"Olivia Goldsmith";"1997";"Thorndike Pr"
"0385720955";"The Blind Assassin";"Margaret Atwood";"2001";"Anchor Books/Doubleday"
"0751510610";"Bizarre World";"Bill, Jr Bryson";"2001";"Little Brown UK Ltd"
"0743442245";"The Road to Perdition";"Max Allan Collins";"2002";"Pocket"
"0571168639";"Moon Palace";"Paul Auster";"0";"Faber Faber Inc"
"0142002003";"Youth";"J. M. Coetzee";"2003";"Penguin Books"
"0330480952";"Sleeping Partner";"James Humphreys";"2001";"Pan Macmillan"
"0758203888";"Easy";"Emma Gold";"2003";"STRAPLESS"
"3596282756";"Tristan und Isolde";"G√ºnter De Bruyn";"1988";"Fischer Taschenbuch Verlag"
"006109868X";"Pigs in Heaven";"Barbara Kingsolver";"1999";"Perennial"
"0451208846";"The Puzzle Bark Tree";"Stephanie Gertler";"2003";"Signet Book"
"0684867427";"Jukebox Queen Of Malta: A Novel";"Nicholas Rinaldi";"2000";"Simon & Schuster"
"0060520507";"Sushi for Beginners : A Novel (Keyes, Marian)";"Marian Keyes";"2003";"William Morrow"
